ManagedPoolThread #0 17:47:02 WARN  Failed to create counter 'Sitecore.System\Events | Events Raised / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #1 17:47:02 WARN  Failed to create counter 'Sitecore.System\Logging | Informations Logged / sec'. Sitecore has no necessary permissions for reading/creating counters
6340 17:47:02 INFO  HttpModule is being initialized
ManagedPoolThread #3 17:47:02 WARN  Failed to create counter 'Sitecore.System\Logging | Audits Logged / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #4 17:47:02 WARN  Failed to create counter 'Sitecore.System\Reflection | Methods Invoked / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #2 17:47:02 WARN  Failed to create counter 'Sitecore.System\Logging | Warnings Logged / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #7 17:47:02 WARN  Failed to create counter 'Sitecore.System\Reflection | Types Resolved / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #6 17:47:02 WARN  Failed to create counter 'Sitecore.System\Reflection | Objects Not Created / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #5 17:47:02 WARN  Failed to create counter 'Sitecore.System\Reflection | Objects Created / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #8 17:47:02 WARN  Failed to create counter 'Sitecore.System\Reflection | Types Not Resolved / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #12 17:47:02 WARN  Failed to create counter 'Sitecore.System\IO | File Watcher Events / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #18 17:47:02 WARN  Failed to create counter 'Sitecore.System\Xml | Packets Created / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #9 17:47:02 WARN  Failed to create counter 'Sitecore.System\Threading | Background Threads Started / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #13 17:47:02 WARN  Failed to create counter 'Sitecore.System\Logging | Errors Logged / sec'. Sitecore has no necessary permissions for reading/creating counters
ManagedPoolThread #14 17:47:02 WARN  Failed to create counter 'Sitecore.System\Logging | Fatals Logged / sec'. Sitecore has no necessary permissions for reading/creating counters
6340 17:47:02 INFO  
6340 17:47:02 INFO  **********************************************************************
6340 17:47:02 INFO  **********************************************************************
6340 17:47:02 INFO  Sitecore started
6340 17:47:02 INFO  Sitecore.NET 8.1 (rev. 151003)
6340 17:47:02 INFO  
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\antlr3.runtime.dll (Antlr3.Runtime)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\componentart.web.ui.dll ()
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\csquery.dll (CsQuery, CsQuery is a CSS selector engine and jQuery port for .NET 4 and C#)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\customfields.accountselector.dll (AccountSelectorAssembly)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\dotnetopenauth.dll (DotNetOpenAuth, 1c99bf16c5b570cadcf27d0b9ce3d598d06b34ca)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\ecmascript.net.dll (Modified version of the EcmaScript.NET assembly)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\facebook.dll (Facebook C# SDK, Facebook C# SDK)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\facebookapi.dll (FacebookAPI)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\gathercontent.connector.service.dll (GatherContent.Connector.Service)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\gathercontent.connector.website.dll (GatherContent.Connector.Website)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\google.apis.authentication.oauth2.dll (OAuth2 Authentication Library)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\google.apis.dll ()
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\google.apis.plus.v1.dll (Google.Apis.Plus.v1)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\hammock.clientprofile.dll (Hammock)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\htmlagilitypack.dll (Html Agility Pack, 1.4.6.0)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\iesi.collections.dll (Iesi.Collections, Enhanced Collections for .NET.  Code was published at http://www.codeproject.com/csharp/sets.asp, 1.0)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\ithit.webdav.server.dll (WebDav Server .Net v2, IT Hit WebDAV Server .Net v2)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.analyzers.dll (Lucene.Net.Contrib.Analyzers)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.core.dll (Lucene.Net.Contrib.Core, Contributions to the Lucene.Net core library)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.fastvectorhighlighter.dll (Lucene.Net.Contrib.FastVectorHighlighter, FastVectorHighlighter for Lucene.Net)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.highlighter.dll (Lucene.Net.Contrib.Highlighter, The Apache Software Foundation Lucene.Net a full-text search engine library, 2.3.2)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.memory.dll (Contrib.Memory)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.queries.dll (Lucene.Net.Contrib.Queries)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.regex.dll (Lucene.Net.Contrib.Regex)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.simplefacetedsearch.dll (Lucene.Net.SimpleFacetedSearch, SimpleFacetedSearch for Lucene.Net)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.snowball.dll (Lucene.Net.Contrib.Snowball, The Apache Software Foundation Lucene.Net a full-text search engine library, 2.0)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.contrib.spellchecker.dll (SpellChecker.Net, The Apache Software Foundation Lucene.Net a full-text search engine library, 3.0.3)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\lucene.net.dll (Lucene.Net, The Apache Software Foundation Lucene.Net a full-text search engine library, 3.0.3)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\microsoft.web.infrastructure.dll (Microsoft ASP.Net WebPages)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\mongodb.bson.dll (MongoDB.Bson, Official MongoDB supported BSON library. See http://www.mongodb.org/display/DOCS/CSharp+Language+Center for more details, { version: '1.10.0.62', semver: '1.10.0', commit: '2df664a15859899b9bb0a457e237ec32c7d31e48', commitDate: '2015-01-29 15:41:46' })
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\mongodb.driver.dll (MongoDB.Driver, Official MongoDB supported driver for MongoDB.  See http://www.mongodb.org/display/DOCS/CSharp+Language+Center for more details, { version: '1.10.0.62', semver: '1.10.0', commit: '2df664a15859899b9bb0a457e237ec32c7d31e48', commitDate: '2015-01-29 15:41:46' })
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\mvp.xml.dll (MVP XML Library)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\netbiscuits.onpremise.dll (OnPremise)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\newtonsoft.json.dll (Json.NET, Json.NET is a popular high-performance JSON framework for .NET)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\oauthlinkedin.dll (OAuthLinkedIn)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\protobuf-net.dll (protobuf-net, Protocol Buffers for .NET)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\radeditor.net2.dll (RadEditor, Telerik RadEditor)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.abstractions.dll (Sitecore CMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.aggregation.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.automation.aggregation.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.automation.dll (Sitecore EAS, Sitecore Engagement Automation Suite, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.automation.mongodb.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.core.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.dataaccess.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.dll (Sitecore DMS, Sitecore Digital Marketing System, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.model.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.mongodb.dll (Sitecore DMS, Sitecore Digital Marketing System MongoDB Connector, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.omnichannel.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.outcome.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.processing.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.robotdetection.dll (Sitecore Robot Detection, 1.0.0 rev. 150922)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.analytics.sql.dll (Sitecore DMS, 8.1.0 rev. 151003)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.apps.loader.dll (Sitecore.Apps.Loader, Sitecore.Apps.Loader, 1.0.0 rev. 150907)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.apps.taginjection.dll (Sitecore Tag Management, 1.0.0 rev. 140814)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.buckets.client.dll (Sitecore Buckets, The assembly can be used to have Sitecore queries driven via a query, 1.0.0 rev. 150924)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.buckets.dll (Sitecore Buckets, The assembly can be used to have Sitecore queries driven via search providers, 1.0.0 rev. 150924)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.ces.devicedetection.dll (Sitecore Device Detection Client, 1.0.0 rev. 150803)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.ces.devicedetection.rules.dll (Sitecore Device Detection Client, 1.0.0 rev. 150803)
6340 17:47:02 INFO  d:\projects\gathercontent\sitecore\website\bin\sitecore.ces.dll (Sitecore IP Geolocation Service Client, 1.3 rev. 150626)
